Segment,Respondent_Serial,NPS1_1,NPS_Recode,NPS2
ISP,1063,2,Detractor,Bad customer service
ISP,1066,8,Passive,have basic service & price keeps going up
ISP,1068,8,Passive,Reliable service.
ISP,1069,7,Passive,Good service but it goes out a lot.
ISP,1070,2,Detractor,"Poor services compared to other providers, but it''s the only one available."
ISP,1071,8,Passive,no issues with them..great customer cervice
ISP,1073,10,Promoter,
ISP,1076,8,Passive,satisfied
ISP,1077,10,Promoter,"I feel like I'm getting pretty good deals from them.  They are quick to fix problems, but there are many very often."
ISP,1078,9,Promoter,good service no outages
ISP,1082,10,Promoter,Good service.
ISP,1083,5,Detractor,high prices lousy customer service
ISP,1084,9,Promoter,
ISP,1085,7,Passive,best value
ISP,1086,5,Detractor,I've had some very negative experiences with this company but their prices are quite competitive.
ISP,1087,8,Passive,We have had no issues but everything can be improved in someway or somehow
ISP,1089,7,Passive,Good but not the best service
ISP,1090,8,Passive,pricing
ISP,1091,9,Promoter,I have done a lot of research on different cable companies and Charter is superior by far. Have been with them for years
ISP,1093,9,Promoter,"They don't lose service as often as others, fix it promptly and it works better"
ISP,1099,8,Passive,
ISP,1100,10,Promoter,reliabilty
ISP,1103,9,Promoter,I have a problem with having to reboot my cable box several times a week.
ISP,1104,6,Detractor,"Frontier is the only thing available in some areas. They are alright, but should have faster internet everywhere by now."
ISP,1109,5,Detractor,
ISP,1110,9,Promoter,they are easy to work with
ISP,1111,0,Detractor,
ISP,1115,9,Promoter,LOVE THE DISCOUNTS YOU RECEIVE
ISP,1116,8,Passive,It's a nessessary service and it comes all in one bill
ISP,1117,9,Promoter,
ISP,1118,10,Promoter,"Minimal service disruptions, quality service, great customer service"
ISP,1121,9,Promoter,out of loyalty.
ISP,1122,9,Promoter,"Good, reliable service"
ISP,1123,6,Detractor,high prices
ISP,1126,8,Passive,
ISP,1127,5,Detractor,
ISP,1129,3,Detractor,constantly increasing costs!
ISP,1133,8,Passive,i personally haven't had any problems with them so the rating is higher on  the scale but i know people who have had horrible problem that's why i didn't rate a 10
ISP,1134,0,Detractor,Our bill changes EVERY Month and I get the runaround when I call to get an explanation.  I reduced my service and was then charge MORE!!!!
ISP,1136,9,Promoter,
ISP,1140,5,Detractor,
ISP,1141,10,Promoter,ethdfbx
ISP,1142,10,Promoter,they offer good service
ISP,1147,5,Detractor,It is average
ISP,1148,9,Promoter,
ISP,1149,5,Detractor,
ISP,1151,8,Passive,
ISP,1152,5,Detractor,
ISP,1153,5,Detractor,"uverse internet is very reliable, but expensive to new customers since they now have to lease the hardware for an outrageous monthly fee."
ISP,1155,8,Passive,Na
ISP,1158,7,Passive,"service is good, albeit a bit pricey"
ISP,1161,8,Passive,the have a decent price and fast speeds
ISP,1162,5,Detractor,price
ISP,1164,7,Passive,They have great customer service but the speed of the internet is to low for the price.
ISP,1165,7,Passive,They are ok- a little expensive
ISP,1170,5,Detractor,I don't recommend businesses to friends or family
ISP,1172,0,Detractor,"Horrible customer service, unreliable signal for both tv and internet"
ISP,1174,8,Passive,
ISP,1175,5,Detractor,They provide acceptable but not exceptional service.
ISP,1176,9,Promoter,good
ISP,1186,9,Promoter,"I think they do a good job with communication, servicing, and setting up both my internet and phone to meet my particular needs"
ISP,1187,10,Promoter,Makes repairs timely. Friendly customer service.
ISP,1188,10,Promoter,
ISP,1190,6,Detractor,poor service at times for internet
ISP,1192,10,Promoter,Fastest speed in my location. Decent price
ISP,1193,6,Detractor,
ISP,1195,5,Detractor,
ISP,1196,8,Passive,
ISP,1197,10,Promoter,
ISP,1201,10,Promoter,have gotten great service
ISP,1202,5,Detractor,Their pricing is way too high
ISP,1203,5,Detractor,Comcast service is not very good the prices are too high
ISP,1206,9,Promoter,Their service is excellent.
ISP,1207,10,Promoter,excellent service
ISP,1208,0,Detractor,too expensive
ISP,1209,4,Detractor,have to keep upgrading to get better channels lower packages don't have alot with them
ISP,1210,8,Passive,good service but prices are too high
ISP,1211,10,Promoter,
ISP,1212,9,Promoter,
ISP,1214,9,Promoter,
ISP,1215,9,Promoter,
ISP,1216,10,Promoter,Dependable service without interruptions
ISP,1217,9,Promoter,less interruption of service and a good variety even though it costs too much
ISP,1221,8,Passive,reliability in all respects
ISP,1222,10,Promoter,Great Company and great service.
ISP,1224,5,Detractor,Recently we have had lots of interrupted service
ISP,1225,9,Promoter,I haven  had any issues with this comapany and i have been with them for many years so i could tell others about my experience
ISP,1231,4,Detractor,very unreliable service
ISP,1234,1,Detractor,poor reliability
ISP,1235,5,Detractor,
ISP,1236,4,Detractor,We have the slowest speed offered by AT&T Uverse and we do not have an option to increase speed and it has been very inconvenient.
ISP,1237,8,Passive,
ISP,1238,8,Passive,price
ISP,1239,10,Promoter,have had no problems or outages with verizon
ISP,1243,8,Passive,"i have not experienced any problems with them and their internet speed is fast. they are, however, somewhat expensive."
ISP,1245,7,Passive,RATES ARE TOO HIGH FOR THE SERVICE
ISP,1247,7,Passive,Internet speed could be faster.
ISP,1249,10,Promoter,
ISP,1250,9,Promoter,
ISP,1251,1,Detractor,Prices too high for services provided
ISP,1252,5,Detractor,no reason but price
ISP,1255,6,Detractor,
ISP,1258,10,Promoter,I'm happy with my service
ISP,1260,10,Promoter,had them for over twenty years
ISP,1261,10,Promoter,
ISP,1263,9,Promoter,
ISP,1265,10,Promoter,Nice
ISP,1266,10,Promoter,good service
ISP,1267,9,Promoter,we like the service just not the company
ISP,1268,8,Passive,I like Xfinity but I do not like their pricing.
ISP,1269,6,Detractor,price
ISP,1270,7,Passive,Was satisfied for many years now have questions about reliability of service
ISP,1272,10,Promoter,Good company
ISP,1278,5,Detractor,
ISP,1279,7,Passive,no problems with connection
ISP,1280,10,Promoter,
ISP,1283,8,Passive,"Not the best source of internet, but overall accessible & to a large extent, problem free."
ISP,1286,0,Detractor,my service is terrible its always out the customer service is horrible
ISP,1287,2,Detractor,"They are super expensive and have the monopoly in this industry, take advantage of customers and don't reward them for being long time customers. they don't treat customers well, but they do have a good product, it is just very much overpriced"
ISP,1288,7,Passive,
ISP,1290,9,Promoter,no problems
ISP,1291,0,Detractor,too expensive for internet only service and doesn't stand up to it's advertised services
ISP,1292,8,Passive,"PRICE,SPEED"
ISP,1295,9,Promoter,great service and no problems with any of the formats
ISP,1296,10,Promoter,never had problems works all the time
ISP,1298,8,Passive,"same cost/product as other acceptable providers, great customer service"
ISP,1299,10,Promoter,I like it
ISP,1300,1,Detractor,"Comcast customer service, pricing, and reliability are terrible. If I could change providers without having a contract, I would do it immediately."
ISP,1301,4,Detractor,
ISP,1304,8,Passive,
ISP,1305,6,Detractor,
ISP,1306,8,Passive,highly reliable at a reasonable price.
ISP,1307,10,Promoter,
ISP,1311,4,Detractor,"the cost is high, too high"
ISP,1313,8,Passive,because they are a bit expensive
ISP,1314,5,Detractor,not thrilled about service
ISP,1316,9,Promoter,
ISP,1317,8,Passive,They are good on most of their services.
ISP,1318,9,Promoter,
ISP,1322,0,Detractor,"Poor internet line quality, high prices for long-time customers, no real choice but to pay, poor service."
ISP,1325,5,Detractor,
ISP,1329,10,Promoter,It works
ISP,1330,9,Promoter,have no problems ----cheaper than other choice I have----great volume/channels
ISP,1332,10,Promoter,They are best in my area for internet and telephone.
ISP,1333,7,Passive,"I believe Time Warner can do better in their packages and their pricing.  Still, they do deserve some credit. They are a good company, over all."
ISP,1335,0,Detractor,Choppy service
ISP,1341,8,Passive,I LIKE IT.
ISP,1343,8,Passive,Good service at a fair price.
ISP,1344,7,Passive,"Live in a 60-unit apt complex which is pre-wired for Mediacom only, so we don't have a choice. Lots of complaints from the residents."
ISP,1347,5,Detractor,
ISP,1348,8,Passive,They are not perfect but they are good
ISP,1350,6,Detractor,Cost is high
ISP,1352,6,Detractor,
ISP,1354,0,Detractor,extremely bad internet service
ISP,1355,7,Passive,ive had no problems or complaints
ISP,1357,10,Promoter,
ISP,1358,7,Passive,they are thugs and greedy pigs
ISP,1361,5,Detractor,
ISP,1363,6,Detractor,Set top cablebox lag
ISP,1364,8,Passive,like them a lot
ISP,1365,8,Passive,
ISP,1372,10,Promoter,
ISP,1373,4,Detractor,downloading movies is very slow at peak hours esp if you are using Amazon or Netflix
ISP,1374,4,Detractor,too expensive
ISP,1375,10,Promoter,
ISP,1378,8,Passive,slow service
ISP,1381,10,Promoter,They have good service.
ISP,1383,5,Detractor,I was quoted a different price when I bundled than what I received.
ISP,1384,8,Passive,
ISP,1387,10,Promoter,
ISP,1388,8,Passive,
ISP,1389,7,Passive,
ISP,1390,6,Detractor,"it is getting more and more expensive, adding more things to the bundle than some of us seniors want."
ISP,1392,5,Detractor,
ISP,1394,8,Passive,"Good service, reasonable price."
ISP,1395,10,Promoter,
ISP,1397,8,Passive,
ISP,1398,7,Passive,its ok
ISP,1400,10,Promoter,"great service, fast basic internet, hdtv digital channels, stable phone"
ISP,1401,8,Passive,Only service provider that works where we live
ISP,1405,8,Passive,overall good experience
ISP,1407,8,Passive,It how I feel
ISP,1410,7,Passive,
ISP,1411,10,Promoter,"No issues with service, no fluctuating billing, fairly easy to use website/account. Many options."
ISP,1412,10,Promoter,excellent service
ISP,1413,3,Detractor,cost too much
ISP,1415,9,Promoter,customer service people polite and helpful
ISP,1417,8,Passive,
ISP,1418,10,Promoter,Never had a problem
ISP,1419,6,Detractor,
ISP,1420,4,Detractor,internet is not fast and cuts out a lot.
ISP,1422,8,Passive,could be less expensive
ISP,1423,7,Passive,
ISP,1425,7,Passive,
ISP,1426,1,Detractor,Internet goes down too many times and I have to reset the modem.
ISP,1427,10,Promoter,At&t uverse is great
ISP,1429,10,Promoter,
ISP,1430,10,Promoter,
ISP,1431,10,Promoter,quality of service is very good
ISP,1434,5,Detractor,poor service
ISP,1438,7,Passive,
ISP,1440,0,Detractor,
ISP,1442,10,Promoter,There are almost no problems with FIOS.  Customer support is excellent.
ISP,1443,3,Detractor,they are way too overprices
ISP,1444,6,Detractor,They are expensive
ISP,1445,10,Promoter,"I like their service and they don`t rush you when you call for help, they are professional and always polite."
ISP,1446,0,Detractor,
ISP,1448,8,Passive,Consistant performance helpful customer service.Relaible and professional.
ISP,1450,10,Promoter,
ISP,1453,9,Promoter,Fios is superior quality to all other providers in my area
ISP,1455,9,Promoter,"Great service, reliable, much more affordable than other options."
ISP,1456,10,Promoter,
ISP,1457,7,Passive,
ISP,1459,7,Passive,
ISP,1461,5,Detractor,It's expensive for what it offers.
ISP,1463,7,Passive,
ISP,1465,8,Passive,Very good for the most part but prices seem excessive
ISP,1466,10,Promoter,"EXCELLENT SERVICE, MORE THAN ADEQUATE OPTIONS, SUPERIOR PRODUCTS, RELIABLE SERVICE, AND WAY ABOVE AVERAGE CUSTOMER SERVICE."
ISP,1467,8,Passive,it ok. internet service is ok
ISP,1469,8,Passive,
ISP,1471,6,Detractor,ive had some problems with my service
ISP,1474,10,Promoter,Love paying one bill for 3 services
ISP,1475,7,Passive,"very good and reliable service, but would like faster speed"
ISP,1479,8,Passive,
