Respondent_Serial,NPS2
285807,Good prices and more coverage
190606,Good prices and quality
221525,Good prices and service
261901,Good prices and service
280953,good prices and services
191019,Good prices for good coverage
278792,good prices good company
191009,"good prices, but no claims so far"
208966,"Good prices, but sketchy service"
270406,"Good prices, dividends, customer service & coverage"
194886,"good prices, easy to work with"
265062,"good prices, good service"
185726,"Good prices, good service."
191038,"Good prices, good service."
218420,"good prices, online service"
191379,good pricing
259182,Good pricing and coverage
210890,Good pricing and easy to work with
286182,Good Pricing and great agent
202950,good pricing but don't know much about this company
254514,Good pricing compared to the other major insurers.
214600,Good pricing for same coverage
278255,"good pricing, locally owned"
296290,Good pricing.
185789,good rate
192875,good rate
206080,good rate
279890,good rate
276565,good rate and coverage since joining aarp fifteen years ago
253890,Good rate and entire family have used with positive results
264466,Good rate and excellent claims service
229635,good rate and no problems
188658,Good rate and service
250739,Good rate and service
246258,good rate good customer service if you need to call.  website is organized and easy to use. repuable company
284261,Good rate through AARP
248745,"Good rate, not a big fan of their ""driver programs"" like tracking your habits."
259166,"Good rate, reputable company"
189937,Good rates
190183,good rates
194811,good rates
197184,good rates
199920,good rates
201593,good rates
202997,Good rates
204061,good rates
210086,Good rates
211151,Good rates
213358,good rates
215137,good rates
218212,good rates
219828,good rates
219835,Good rates
220843,Good rates
223020,good rates
224919,good rates
237798,good rates
241503,good rates
243740,good rates
254558,Good rates
258097,good rates
260313,good rates
264856,Good rates
275734,good rates
295083,Good rates
216719,Good rates & service
204124,Good rates and coverage
276550,GOOD RATES AND COVERAGE
276806,Good rates and coverage
204273,Good rates and customer service
229867,good rates and customer service
271702,Good rates and customer service
187108,Good rates and customer service.
200014,Good rates and efficient claims processing while I have been a customer
198565,Good Rates and Excellent Service
264102,Good rates and good customer service
278939,Good rates and good customer service.
229604,Good rates and good customer service.  Very easy to obtain a plan that works for me.
224359,Good rates and good service
213473,good rates and great service       monthly billing that equals the yearly fee
207276,good rates and helpful getting information.
185871,Good rates and service
188642,Good rates and service
200399,Good rates and service
206015,Good rates and service
207425,Good rates and service
215496,good rates and service
228777,Good rates and service
207097,Good rates and service personnel.
214528,Good rates and services
275967,Good rates and website
296723,good rates better than for most people my age
196075,Good rates but I have not had to file any claims yet
186529,Good rates easy to use
210540,Good rates for what we have.
229575,"good rates, accident forgiveness"
208344,"Good rates, easy to get information from their website"
259798,"Good rates, Exceptional claims response. sound balance sheet"
201601,"Good rates, friendly customer service"
228841,"good rates, friendly employees, fast responses to my calls/contacts"
204618,"good rates, good customer service"
188220,"Good rates, good service, excellent staff."
199705,"Good rates, good service, good coverage."
208684,"Good rates, good website, good telephone support"
205590,"Good rates, great service"
222688,"good rates, hassle free claims"
249090,"good rates, have no experience yet with usinig - no claim etc so cant judge that"
205612,"good rates, helpful woman at the office, I made the switch based on recommendations from others"
220800,"Good rates, may discounts based on personal situation"
218501,"good rates, pay claims quickly"
244366,"Good rates, quality service, detailed information, great reputation."
278678,"Good rates, reliable company"
270194,"good rates, service"
